,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
515,2.36515,"Mackintosh, Charles Rennie",Hill House / Attic,"An original drawing in pen of the elevation of a table and study of a chair, extensively inscribed. The inscirption reads ""The Hill House, Helensburgh, Mrs Blackie."" Mounted in a white painted moulded wood frame.","Paintings, Drawings and Prints",Drawings,1999,1900,Unknown
516,2.36516.1,"Younger, Jane",Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 4,"A small framed bookplate by Jane Younger for her neice, Agnes, who as a student studied in the famous round reading room at the British Museum. Signed: 'J. Younger INVT' at the bottom. The image depicts a library and the rectangle drawn frame around the main picture has a floral design in the corners. The text within this frame states: 'My books ships and deep friendships and remembered days'. The text within the image reads: 'Agnes Anna Coventry Blackie'. Black covered frame and taped backing. Part of a set of a bookplate and letter.","Paintings, Drawings and Prints",Bookplate,1912,1912,Unknown
517,2.36516.2,"Mackintosh, Charles Rennie",Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 4,"A framed letter to Agnes Younger by Charles Rennie Mackintosh to accompany the bookplate made by her aunt, Jane Younger. The letter is dated 8th February 1912 and is thanking Miss Blackie for the bookplate.  The content of the letter is ""Dear Miss Younger, Thank you very much for the Book Plates. I am very happy to possess these examples of your interesting work! Yours sincerely C.R. Mackintosh."" `Honeyman, Keppie & Mackintosh, Architects, 257 West George Street, Glasgow.'","Paintings, Drawings and Prints",Letter,1912,1912,Unknown
518,80.1508.1,"Adams, W. S. & Son",Hill House / Kitchen,"One of a set of two jelly moulds. A Circular copper jelly mould. The mould has the engraving ""W.S Adams and Son, ironmongers to the Queen, 57 Haymarket.""","Cooking, Dining and Drinking",Jelly Mould,0000,0000,57 Haymarket
519,80.1508.2,"Adams, W. S. & Son",Hill House / Kitchen,"One of a set of two jelly moulds. A Circular copper jelly mould. The mould has the engraving ""W.S Adams and Son, ironmongers to the Queen, 57 Haymarket.""","Cooking, Dining and Drinking",Jelly Mould,0000,0000,57 Haymarket
520,86.5,J. Moyes,Hill House / Library,"A pewter tankard with an attached lid, looped handle, stepped foot and a baluster shaped body. The tankard is stamped with ""HALF PINT"" and under the lid is the makers mark ""J. MOYES EDINBURGH.""","Cooking, Dining and Drinking",Tankard,1869,1830,Edinburgh
521,87.14,Unknown,Hill House / Butler's Pantry,Large round brass bowl with rounded rim.,"Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
522,87.85,Unknown,Hill House / Attic,A silver plated table lamp in the art nouveau style with a cut glass cone shaped shade in a stars and ovals pattern. The top of the base is circular with three welded dragronfly decorations and bottom has three squared edges. The lamp has a plug attached which is covered in cotton. On the base of the light bulb there are two switches.,Furniture and Furnishings,Lamp,1999,1900,Unknown
523,87.35952,Unknown,Hill House / Kitchen,An iron fire poker with round solid handle.,Fire and Fireplace,Poker,1929,1900,Unknown
524,88.72,"Mackintosh, Charles Rennie",Hill House / Upper Hall / Linen Cupboard A / Shelf 4,"A watercolour of Collioure, Pyrénées-Orientales, entitled: Summer Palace of the Queens of Aragon'. It is signed on the lower right: ""C R MacKintosh"" and inscribed verso: ""Collioure - £40/Pyrénées, Orientales.  C R MacKintosh/2 Cedar Studios/ 45 Glebe Place, Chelsea SW3."" It is framed in moulded black painted wood frame.","Paintings, Drawings and Prints",Watercolour,1926,1924,Unknown
525,88.141.5,Kayserzinn,Hill House / Library,"A pewtwer inkwell with art nouveau decoration and an oval sunken area. On the bottom is the maker's mark branded ""KAYSERZINN 4488.""",Decorative Arts,Inkwell,1999,1900,Unknown
526,88.143,Unknown,Hill House / See Separate Records for Locations of Parts,Part of a coffee set in cream bone china with botanical handpainted decoration and gold rim.,"Cooking, Dining and Drinking",Coffee-set,0000,0000,Unknown
527,88.144.24,Unknown,Hill House / White Bedroom,"A silver backed hair brush with beige bristles, possibly horse hair. Stylised Art Nouveau design on the back.  The hall marks are very faint with only 'S and Co' showing with the duty marks.",Toiletry,Hair Brush,1999,1900,Birmingham
528,88.144.25,Unknown,Hill House / White Bedroom,A silver backed hand held mirror. The hall marks are very faint with only 'S and Co' showing with the duty marks. There is a stylised Art Nouveau design on the back.,Toiletry,Mirror,1999,1900,Birmingham
529,88.144.26,Unknown,Hill House / White Bedroom,"A glass perfume bottle with pewter neck, a facetted glass body and handle decorated in the art noveau style.",Toiletry,Perfume Bottle,0000,0000,Unknown
530,89.18.1,"Dallas, Mr",Hill House / Attic,One of a pair of white painted single beds designed for Mrs Walter Blackie by Mr Dallas. The solid wood headboard is moulded and has a cast iron stretcher to hold the mattress. The footboard is plain. The feet are missing from both. The mattress is covered in beige fabric with an all over floral patten and is nailed into a wooden frame with five slats and metal springs under a slightly padded top.,Furniture and Furnishings,Single Bed,1920,1920,Unknown
531,89.18.2,"Dallas, Mr",Hill House / Attic,One of a pair of white painted single beds designed for Mrs Walter Blackie by Mr Dallas. The solid wood headboard is moulded and has a cast iron stretcher to hold the mattress. The footboard is plain. The feet are missing from both. The mattress is covered in beige fabric with an all over floral patten and is nailed into a wooden frame with five slats and metal springs under a slightly padded top.,Furniture and Furnishings,Single Bed,1920,1920,Unknown
532,89.48.3,Unknown,Hill House / Butler's Pantry,"An oval ceramic ashet in cream and blue with Chinese inspired decoration around the edges and in the centre. The ashet has a curved raised edge. On the reverse of the dish is a stamped maker's mark which is an illustration of a crown on top of a circle and around the circle is ""IMPROVED WILLOWS D&CO.""",Decorative Arts,Ashet,1899,1800,Unknown
533,89.48.5,Unknown,Hill House / Butler's Pantry,"An oval ceramic ashet in cream with blue asian inspired decoration around the edges and in the centre. The ashet has a curved raised edge. On the reverse there is a stamped maker's mark which is an illustration of a crown on top of a circle and around the circle is ""IMPROVED WILLOWS D&CO.""",Decorative Arts,Ashet,1899,1800,Unknown
534,89.68,Dr Gemmell's mother,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A bedspread in purple cotton with a cream cotton lining. The bedspread has a floral decoration in the style of Charles Rennie Mackintosh in the centre.,Household Textiles,Bed Spread,1929,1900,Unknown
535,89.123,"Raeburn, Henry (FRSE, RA)",Hill House / Dining Room,"An oil on canvas portrait of Walter Graham by Sir Henry Raeburn in a gilt frame. The portrait is bust length and Walter Graham is wearing a dark green velvet coat, biscuit waistcoat and white stock.","Paintings, Drawings and Prints",Painting,1815,1815,Unknown
536,91.5,"Blackie, Alison",Hill House / See Separate Records for Locations of Parts,"A set of 8 silk hand painted finger mats with hand drawn black ink pictures of birds and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,0000,0000,Unknown
537,91.5.1,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 hand painted silk finger mats with a hand drawn picture in black ink of a bird, and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
538,91.5.2,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of a bird and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
539,91.5.3,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of a bird and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
540,91.5.4,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of birds and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
541,91.5.5,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of birds in flight and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
542,91.5.6,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of a bird and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
543,91.5.7,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of birds in flight and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
544,91.5.8,"Blackie, Alison",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of 8 silk hand painted finger mats with a hand drawn black ink picture of a bird and machine lace cream border. The mats were used under dessert finger bowls at the Hill House when using the fruit service plates. The drawings were done by Alison Blackie, the second oldest of the Blackie girls who moved to Hill House when she was 10 years old.",Household Textiles,Mat,1929,1900,Unknown
545,91.45.2,Unknown,Hill House / Kitchen,"A cast iron griddle which sits on the range. The griddle is black with a round flat plate attached to a flat looped handle with a metal hook attached on top. The handle is attached to the plate with rivets. On the reverse of the plate is embossed ""12 in"".","Cooking, Dining and Drinking",Griddle,1929,1900,Unknown
