object_number,record_type,number_of_parts,object_category,object_name,title,description,material.part,condition.part,creator,creator.qualifier,creator.role,production.place,production.period,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,part_of_reference,parts_reference,current_location
2.258.22,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.258.23,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.258.24,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.258.25,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.258.26,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.258.27,single object,1,"Cooking, Dining and Drinking",Plate,,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.",,,Wedgwood,,Manufacturer,,Late 19th century,1870,,1899,,2.258,,Hill House / Flower Pantry / Cupboard 2017.4032.2
2.260.1,single object,1,"Cooking, Dining and Drinking",Ashet,,"An oval ceramic ashet in a cream ground and decorated with pink, blue and green garlands. On the reverse is the maker's mark stamped ""EISMARK AND SONS, ENGLAND"" over a crest.",,,Eismarck,,,England,20th century,1900,,1999,,2.26,,Hill House / Butler's Pantry
2.260.2,single object,1,"Cooking, Dining and Drinking",Ashet,,"An oval ceramic ashet in a cream ground and decorated with pink, blue and green garlands. On the reverse is the maker's mark stamped ""EISMARK AND SONS, ENGLAND"" over a crest.",,,Eismarck,,,England,20th century,1900,,1999,,2.26,,Hill House / Butler's Pantry
2.261,single object,1,"Cooking, Dining and Drinking",Dish,,An oval ceramic ashet with a raised scalloped edge. The ashet is cream with two bands of cobalt blue decoration in an Asian inspired design and a matching circular decoration in the centre of the dish.,,,,,,Staffordshire,19th century,1800,,1899,,,,Hill House / Butler's Pantry
2.262,single object,,"Cooking, Dining and Drinking",Meat Plate,,"oval, with plain bl flowerhead pattern",,,Royal Crown Derby,,,Derby,,,,,,,,Hill House / Room off Tea Room
2.271,single object,2,"Cooking, Dining and Drinking",Bread Bin,,"A white enameled rectangular bread bin with lid. On the lid there is one looped handle with square edges and four round holes. There are two looped handles on either side of the dish and the word ""BREAD"" painted in blue on the front.",,,,,,,,,,,,,,Hill House / Kitchen
2.272,single object,3,"Cooking, Dining and Drinking",Meat Roaster,,A grey and white enamelled meat roaster. The meat roaster is oval in shape with a lid and drainer inside. On the lid there is a square handle on the top and on the dish there are two curved handles. The drainer inside is flat with two hooked handles.,,,,,,,,,,,,,,Hill House / Kitchen
2.273.1,single object,2,"Cooking, Dining and Drinking",Kettle,,"One of a set of two kettles. A cast iron kettle with rounded handle. The kettle has a lid which is round with a pointed tip. The kettle has the words ""4 PINTS"" embossed on the side and the letter ""L"" in a diamond embossed.",,,,,,,,,,,,2.273,,Hill House / Kitchen
2.273.2,single object,1,"Cooking, Dining and Drinking",Kettle,,"One of a set of two kettles, cast iron kettle with a round handle. The kettle has a round lid with a pointed tip. The number ""2"" is embossed near the handle.",,,,,,,,,,,,2.273,,Hill House / Kitchen
2.275,single object,2,"Cooking, Dining and Drinking",Cannister,,"A tin tea cannister with lid decorated in green with yellow/gold detail with Greek figures. The body is green with yellow/gold Greek figures. The word ""TEA"" is punched in gold with a garland underneath.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Kitchen / Cupboard 2017.4034
2.348,single object,3,Miscellaneous,Letter-opener,,"A pair of scissors and a letter opener within a brown leather and metal case which covers the blades. The handles of both items, as well as the metal parts of the case, have differing ornate patterns, suggesting that all three items may have come from different sets. Handles of the scissors have a shield like design.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.349.1,single object,1,"Paintings, Drawings and Prints",Painting,"Sunset, Largo","A watercolour of a sunset at Largo, Fife, mounted in a wooden frame. Painted by J. Q. Pringle and entitled: 'Sunset, Largo'.",,,"Pringle, John Quinton",,Artist,,20th century,1900,,1999,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.349.2,single object,1,"Paintings, Drawings and Prints",Painting,The Cumbrae from Portencross,"A watercolour by John Q. Pringle entitled: 'The Cumbrae from Portencross'. The later inscription on the board on the reverse reads:  ""John Q Pringle, The Cumbrae fro Portencross, 1905 (Holiday was July 1905). K. Meldrum."" Mounted and framed in wooden frame.",,,"Pringle, John Quinton",,Artist,,Early 20th century,1905,,1905,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.35,group,3,"Paintings, Drawings and Prints",Drawings,,"A set of three pencil drawings, two of the Manor House in Abbotsbury in Dorsetshire and one of a cottage in Dorset.",,,"Mackintosh, Charles Rennie",,,,,,,,,,2.350.1,Hill House / See Separate Records for Locations of Parts
2.350.1,single object,1,"Paintings, Drawings and Prints",Drawing,The Manor House Abbotsbury Dorsetshire,"One of a set of three. A pencil drawing entitled: 'The Manor House Abbotsbury Dorsetshire', and numbered '10'. The drawing is mounted and framed in a wooden frame.",,,"Mackintosh, Charles Rennie",,,,20th century,1900,,1999,,2.35,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.350.2,single object,1,"Paintings, Drawings and Prints",Pencil Drawing,,"One of a set of three. A pencil drawing of the front of The Manor House, Abbotsby, Dorsetshire by Charles Rennie Mackintosh. Inscribed on the front is: 'The manorhouse, Abbotsbury'. Mounted and framed in wooden frame.",,,"Mackintosh, Charles Rennie",,,,20th century,1900,,1999,,2.35,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.351 clash,single object,,"Paintings, Drawings and Prints",Drawings,,"Design for House at Helensburgh for W.W. Blackie Esq., the North elevation & the South elevation both inscribed ""North elevation and South elevation"", pencil, grey & blue wash, inscribed & dated ""Glasgow, July 1902"" House at Helensburgh for W.W. Blackie Esq.",,,"Mackintosh, Charles Rennie",,,,,1902-07,,1902-07,,,,Hill House / Staircase / Upper Hall
2.452.3,single object,1,Furniture and Furnishings,Dining Chair,,A wooden dining chair with a square seat and two slats in the back support. The top slat has two turned lines at the top and bottom edge.,,,,,,,,,,,,2.452,,Hill House / Attic
2.454.1,single object,1,"Cooking, Dining and Drinking",Preserving Pan,,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,Body,,,,,,,,,,,2.454,,Hill House / Kitchen
2.454.2,single object,1,"Cooking, Dining and Drinking",Preserving Pan,,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,Body,,,,,,,,,,,2.454,,Hill House / Kitchen
2.454.3,single object,1,"Cooking, Dining and Drinking",Preserving Pan,,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,Body,,,,,,,,,,,2.454,,Hill House / Kitchen
2.454.4,single object,1,"Cooking, Dining and Drinking",Preserving Pan,,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim. There is an engraved line decoration around the body.,Body,,,,,,,,,,,2.454,,Hill House / Kitchen
2.454.5,single object,1,"Cooking, Dining and Drinking",Preserving Pan,,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with two screws. The body of the pan is circular with brimmed lip which widens at the top. There is an engraved line decoration around the body.,Body,,,,,,,,,,,2.454,,Hill House / Kitchen
2.1510.1,single object,2,"Cooking, Dining and Drinking",Cooking Pot,,"Black enamelled metal cooking pot with lid. The lid is metal with a square handle. The pot has a handle which sits at a 45 degree angle and widens towards the end and has a circular cover on the end. There is a makers mark on the body of the pot, an oval with the words ""No 3 FALKIRK 4 PNTS"" embossed.",,,Judge Ware,,,Bristol,,,,,,2.151,,Hill House / Kitchen
2.1510.2,single object,2,"Cooking, Dining and Drinking",Cooking Pot,,"Black enamelled metal cooking pot with lid. The lid is metal with a square handle. The pot has a handle which sits at a 45 degree angle and widens towards the end, there is no cover at the end of the handle. There is a makers mark on the body of the pot, an oval with the words ""No 3 FALKIRK 4 PNTS"" embossed. The pot is embossed with the letter ""F"" and number ""4"" on either side of the handle.",,,Judge Ware,,,,,,,,,2.151,,Hill House / Kitchen
2.1510.5.1,single object,2,"Cooking, Dining and Drinking",Cooking Pot,,"Round metal cooking pot with black enamel. The pot has a lid with square handle and a brass seal attached with the words ""Judge Ware"" embossed. On either side of the pot there are two looped metal handles.",,,Judge Ware,,,,,,,,,2.1510.5,,Hill House / Kitchen
2.1510.5.2,single object,2,"Cooking, Dining and Drinking",Cooking Pot,,"Cooking pot made of black enamel metal. The pot has a round lid wtih square handle. On the handle of the lid there is a metal seal with the words ""Judge Ware"" embossed. The pot has a circular raised rim and a 45 degree angle handle which widens towards the end.",,,Judge Ware,,,,,,,,,2.1510.5,,Hill House / Kitchen
2.1510.5.3,single object,2,"Cooking, Dining and Drinking",Cooking Pot,,Cooking pot made of black enamel metal. The pot has a round lid wtih square handle. The pot has a circular raised rim and a 45 degree angle handle which widens towards the end.,,,Judge Ware,,,,,,,,,2.1510.5,,Hill House / Kitchen
2.1516,single object,1,"Cooking, Dining and Drinking",Jelly Mould,,Circular jelly mould in a raised dome shape with a long vertical hole in the centre.,,,,,,,,,,,,,,Hill House / Kitchen
2.1517,single object,1,"Cooking, Dining and Drinking",Jelly Mould,,A copper jelly mould with circular segmented decoration. There is a large central hole in the middle of the mould. A wire hanging hook is attached to one side.,,,,,,,,,,,,,,Hill House / Kitchen
2.1518,single object,2,"Cooking, Dining and Drinking",Bread Bin,,"An oval orange glazed stoneware bread crock with a dome shaped lid shaped with tiered rimmed edges and large loop handle. The number ""3"" is engraved on the lid and there is a hole drilled under the handle. The body of the crock has curved edges and two flat handles on either side with leaf mouldings. Under one of the flat handles the number ""3"" is engraved. On the body the words ""Grosvenor Eagle Pottery Glasgow"" are engraved.",,,Grosvenor Eagle Pottery Glasgow,,Manufacturer,,Early 20th century,1900,,1929,,,,Hill House / Kitchen
2.1519.1,single object,1,Furniture and Furnishings,Chair,,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Frame,,"Hilliard, Terence",,Maker,,Late 20th century,1992,,1992,,2.1519,,Hill House / Dining Room
2.1519.2,single object,1,Furniture and Furnishings,Chair,,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Frame,,"Hilliard, Terence",,Maker,,Late 20th century,1992,,1992,,2.1519,,Hill House / Dining Room
2.1519.3,single object,1,Furniture and Furnishings,Chair,,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Frame,,"Hilliard, Terence",,Maker,,Late 20th century,1992,,1992,,2.1519,,Hill House / Dining Room
2.1519.4,single object,1,Furniture and Furnishings,Chair,,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Frame,,"Hilliard, Terence",,Maker,,Late 20th century,1992,,1992,,2.1519,,Hill House / Dining Room
